id,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition
9399018,3600,APARTMENT,APARTMENT,270000,3,100,1,0,0,1,20,0,0,0,3,0,JUST_RENOVATED
9255545,1428,HOUSE,HOUSE,475000,3,330,1,0,0,1,0,0,0,0,,0,GOOD
9398120,9000,APARTMENT,APARTMENT,441000,2,94,0,0,0,1,13,0,0,0,,0,AS_NEW
9436431,9940,HOUSE,HOUSE,439000,4,169,1,0,0,0,0,0,0,1191,4,0,GOOD
9416250,1420,HOUSE,VILLA,499000,4,160,1,0,0,1,45,0,0,1278,4,0,TO_BE_DONE_UP
8962545,7012,APARTMENT,APARTMENT,110000,3,184,0,0,0,1,0,0,0,0,2,0,TO_RENOVATE
9391019,8690,HOUSE,VILLA,480000,4,,1,0,0,0,0,1,0,2565,4,0,JUST_RENOVATED
9421168,1200,APARTMENT,APARTMENT,230000,2,68,0,0,0,1,2,0,0,0,,0,TO_BE_DONE_UP
9404675,9230,HOUSE,HOUSE,229000,3,174,1,0,0,0,0,0,0,0,2,0,GOOD
9266634,6061,HOUSE,HOUSE,75000,2,100,0,0,0,0,0,0,0,113,3,0,TO_RENOVATE
9324735,2560,APARTMENT,GROUND_FLOOR,280000,2,109,1,0,0,1,19,1,56,0,3,0,AS_NEW
9420334,9051,HOUSE,HOUSE,419000,2,80,0,0,0,1,0,1,0,464,4,0,GOOD
9308615,8480,APARTMENT,APARTMENT,239000,2,,1,0,0,1,51,0,0,0,2,0,GOOD
9431963,1980,HOUSE,HOUSE,549800,3,202,1,0,0,1,0,0,0,634,4,0,AS_NEW
9187888,8510,HOUSE,MANSION,650000,4,324,1,0,0,1,0,1,0,2877,,1,GOOD
9175604,1745,APARTMENT,GROUND_FLOOR,175000,1,,0,0,0,1,0,1,0,0,2,0,GOOD
9311222,5650,HOUSE,HOUSE,189000,5,206,1,0,0,0,0,0,0,90,2,0,JUST_RENOVATED
9129031,1030,HOUSE,MANSION,1200000,5,505,1,0,0,1,12,1,110,336,2,0,GOOD
9379093,4880,APARTMENT,APARTMENT,235000,2,70,1,0,0,1,0,0,0,0,,0,GOOD
9399641,1070,HOUSE,HOUSE,749000,7,325,1,0,0,1,29,0,0,550,3,0,AS_NEW
9283799,2000,HOUSE,MANSION,1100000,4,315,1,0,1,1,14,0,0,78,3,0,AS_NEW
9425393,1080,HOUSE,HOUSE,330000,2,113,1,0,0,0,0,1,53,45,2,0,GOOD
9434774,9200,APARTMENT,APARTMENT,249000,2,94,1,0,0,1,10,0,0,0,,0,AS_NEW
9414036,2800,APARTMENT,APARTMENT,334000,2,101,1,0,0,1,6,0,0,0,,0,GOOD
9329253,1428,HOUSE,HOUSE,350000,3,229,1,0,0,1,0,1,0,320,,0,GOOD
9409790,3000,APARTMENT,FLAT_STUDIO,145000,1,23,1,1,0,0,0,0,0,0,,0,AS_NEW
9430676,9820,HOUSE,VILLA,399000,2,135,1,0,0,1,0,0,0,550,,0,GOOD
9421171,9402,HOUSE,EXCEPTIONAL_PROPERTY,599000,3,320,1,0,0,1,67,1,230,420,2,0,AS_NEW
9308383,9620,APARTMENT,GROUND_FLOOR,249000,3,160,1,0,0,1,0,0,0,0,,0,GOOD
9372156,1030,APARTMENT,APARTMENT,520000,2,109,1,0,0,1,15,0,0,0,2,0,AS_NEW
9437460,8620,APARTMENT,GROUND_FLOOR,339000,3,128,1,0,0,1,0,0,0,0,,0,GOOD
9362806,2660,HOUSE,HOUSE,298000,3,100,1,0,0,1,16,1,30,100,2,0,AS_NEW
8759095,6030,HOUSE,HOUSE,79000,4,145,0,0,0,1,22,0,0,130,2,0,TO_RENOVATE
9150300,1471,HOUSE,HOUSE,325000,3,157,1,0,0,1,0,1,0,950,3,0,GOOD
9428448,5060,APARTMENT,APARTMENT,218000,2,81,1,1,0,1,8,0,0,0,3,0,GOOD
9063206,1861,HOUSE,HOUSE,320000,4,,1,0,0,0,0,1,0,0,,0,GOOD
9328912,1070,APARTMENT,APARTMENT,165000,2,60,1,0,0,0,0,0,0,0,,0,AS_NEW
9414956,1000,APARTMENT,APARTMENT,345000,2,95,1,0,0,1,4,0,0,0,1,0,AS_NEW
9434477,8520,HOUSE,HOUSE,340000,3,,0,0,0,1,0,1,0,372,,0,AS_NEW
9385923,4000,APARTMENT,FLAT_STUDIO,109000,1,30,1,1,0,0,0,0,0,0,,0,GOOD
8943623,4557,HOUSE,HOUSE,370076,2,,0,0,0,0,0,1,0,600,4,0,AS_NEW
9311463,4845,APARTMENT,APARTMENT,245000,2,,0,0,0,1,0,1,0,0,4,0,AS_NEW
9401816,3070,HOUSE,HOUSE,498000,3,138,1,0,0,1,0,1,0,324,4,0,AS_NEW
9351603,1785,APARTMENT,APARTMENT,295000,2,130,1,0,0,1,11,0,0,0,,0,AS_NEW
9198697,3900,APARTMENT,PENTHOUSE,399000,3,138,1,0,0,1,24,0,0,0,,0,AS_NEW
9397304,1160,APARTMENT,FLAT_STUDIO,199000,0,51,1,0,0,1,16,0,0,0,2,0,AS_NEW
9376963,1770,HOUSE,HOUSE,219000,3,125,1,0,0,0,0,0,0,853,2,0,TO_RENOVATE
8940903,9860,HOUSE,HOUSE,439247,3,,1,0,0,0,0,0,0,480,3,0,AS_NEW
9401522,7380,HOUSE,MIXED_USE_BUILDING,90000,0,213,0,0,0,0,0,0,0,520,2,0,TO_RESTORE
8530248,1500,HOUSE,EXCEPTIONAL_PROPERTY,1200000,6,420,1,0,1,0,0,0,0,8656,4,0,GOOD
9368570,8450,APARTMENT,APARTMENT,219000,2,74,1,1,0,1,1,0,0,0,2,0,JUST_RENOVATED
9187502,2620,APARTMENT,APARTMENT,259000,3,100,1,0,0,1,0,0,0,0,3,0,AS_NEW
9377083,4620,HOUSE,HOUSE,150000,3,240,1,0,0,1,5,1,57,0,2,0,TO_RENOVATE
9392052,9140,HOUSE,VILLA,995000,5,465,1,0,0,1,0,0,0,2317,4,0,GOOD
9297460,1040,APARTMENT,APARTMENT,349000,2,80,1,0,1,1,2,0,0,0,3,0,GOOD
9311412,8501,HOUSE,HOUSE,650000,4,304,1,0,0,1,0,0,0,775,4,0,GOOD
9436859,5030,HOUSE,TOWN_HOUSE,355000,4,176,0,0,0,0,0,1,300,405,3,0,GOOD
9327270,1932,HOUSE,HOUSE,499000,4,220,1,0,0,1,15,0,0,581,3,0,AS_NEW
9376792,2500,HOUSE,HOUSE,235000,3,125,1,0,0,1,0,0,0,150,3,0,TO_RENOVATE
9398278,3000,APARTMENT,APARTMENT,425000,3,110,0,0,0,1,11,0,0,0,,0,AS_NEW
9342013,8840,APARTMENT,APARTMENT,260000,2,103,0,0,0,1,8,0,0,0,4,0,GOOD
9373994,2660,HOUSE,HOUSE,419000,3,183,1,0,1,0,0,1,365,481,4,0,JUST_RENOVATED
9393604,8500,HOUSE,MANSION,749000,6,400,1,0,0,1,0,1,0,1015,4,0,GOOD
9417135,3380,HOUSE,FARMHOUSE,70000,4,,0,0,0,0,0,0,0,6928,4,0,TO_RENOVATE
9395737,1701,HOUSE,EXCEPTIONAL_PROPERTY,649000,4,227,1,0,0,1,25,0,0,561,4,0,GOOD
9184093,5170,APARTMENT,APARTMENT,340000,3,140,1,0,0,1,72,1,60,0,4,0,AS_NEW
9386951,8400,APARTMENT,APARTMENT,425000,2,107,1,0,0,1,49,0,0,0,,0,AS_NEW
9437203,9900,HOUSE,HOUSE,675000,8,,0,0,0,1,0,0,0,484,,0,TO_RENOVATE
9433985,2060,HOUSE,APARTMENT_BLOCK,449000,5,205,1,0,0,0,0,1,36,165,1,0,TO_BE_DONE_UP
9371883,3700,HOUSE,HOUSE,339500,3,188,1,0,0,1,19,1,571,1100,4,0,TO_BE_DONE_UP
8309441,7390,APARTMENT,DUPLEX,120000,2,236,1,0,0,0,0,0,0,0,2,0,GOOD
8925056,7640,HOUSE,HOUSE,80000,2,,0,0,0,0,0,0,0,0,2,0,TO_RESTORE
8943813,3950,APARTMENT,APARTMENT,225000,2,107,1,0,0,1,0,0,0,0,2,0,GOOD
9154270,7300,HOUSE,HOUSE,157500,4,180,1,0,0,1,15,1,75,208,3,0,GOOD
9385134,1030,HOUSE,HOUSE,515000,3,210,1,0,0,1,3,0,0,0,,0,GOOD
9385077,5503,APARTMENT,APARTMENT,99000,1,47,1,0,0,0,0,0,0,0,2,0,GOOD
9273686,8300,APARTMENT,FLAT_STUDIO,1090000,4,177,0,0,0,0,0,0,0,0,2,0,GOOD
9337026,6680,HOUSE,HOUSE,475000,5,265,1,0,0,0,0,1,0,3241,4,0,GOOD
9396946,4102,HOUSE,HOUSE,134990,2,,0,0,0,1,0,0,0,0,2,0,TO_BE_DONE_UP
9200964,5651,HOUSE,HOUSE,165000,2,225,1,0,0,0,0,0,0,100,2,0,AS_NEW
9434699,1050,APARTMENT,GROUND_FLOOR,640000,2,110,1,0,0,1,24,1,213,0,3,0,AS_NEW
9404938,8940,HOUSE,HOUSE,750000,3,,1,0,0,0,0,0,0,11215,4,0,GOOD
9398133,9000,APARTMENT,APARTMENT,442000,3,95,0,0,0,1,20,0,0,0,,0,AS_NEW
9261993,2170,HOUSE,TOWN_HOUSE,397900,2,175,1,0,0,1,0,1,100,180,2,0,AS_NEW
9307715,1315,HOUSE,HOUSE,10000,2,72,0,0,0,1,0,0,0,1300,4,0,TO_BE_DONE_UP
9360988,9000,APARTMENT,APARTMENT,375000,3,,1,0,0,1,10,0,0,0,,0,TO_BE_DONE_UP
9425079,2000,APARTMENT,APARTMENT,790000,2,160,0,0,0,1,16,0,0,0,,0,AS_NEW
9397138,4130,HOUSE,HOUSE,195000,5,,0,0,0,0,0,0,0,540,2,0,TO_RENOVATE
9399244,6700,HOUSE,HOUSE,190000,4,211,0,0,0,0,0,0,0,200,2,0,TO_RENOVATE
8592667,2328,APARTMENT,APARTMENT,260000,2,88,1,0,0,1,19,1,33,0,2,0,GOOD
9426119,1150,APARTMENT,PENTHOUSE,475000,3,147,1,0,0,1,6,0,0,0,3,0,JUST_RENOVATED
9400896,1030,APARTMENT,APARTMENT,425000,3,158,0,0,0,1,0,0,0,0,,0,AS_NEW
9201026,8400,HOUSE,VILLA,790000,4,448,1,0,0,0,0,1,0,664,3,0,TO_BE_DONE_UP
9350603,2018,HOUSE,MANSION,495000,3,131,1,0,0,0,0,0,0,69,2,0,JUST_RENOVATED
9300488,4690,APARTMENT,APARTMENT,115000,2,90,1,0,0,0,0,0,0,0,,0,TO_BE_DONE_UP
9391631,2100,APARTMENT,APARTMENT,245000,3,128,0,0,0,1,0,0,0,0,2,0,GOOD
9417534,8970,APARTMENT,TRIPLEX,999999,0,5000,0,0,0,0,0,0,0,0,1,0,TO_RENOVATE
9262312,2200,APARTMENT,APARTMENT,233000,2,70,1,0,0,1,7,0,0,0,1,0,AS_NEW
9392906,9790,HOUSE,HOUSE,449900,4,250,1,0,0,0,0,1,0,1081,4,0,AS_NEW
9371558,8620,HOUSE,VILLA,690000,3,152,1,0,0,0,0,1,0,966,4,0,TO_BE_DONE_UP
9409180,1081,APARTMENT,APARTMENT,220000,2,90,1,0,0,1,1,0,0,0,3,0,GOOD
9389812,7080,HOUSE,HOUSE,185000,0,250,0,0,0,0,0,0,0,0,,0,JUST_RENOVATED
9360565,8770,APARTMENT,APARTMENT,605000,3,190,1,0,0,1,25,0,0,0,2,0,AS_NEW
9414041,5377,HOUSE,COUNTRY_COTTAGE,105000,2,56,1,1,0,1,0,0,0,66,,0,GOOD
9416512,8670,APARTMENT,GROUND_FLOOR,180000,3,90,1,1,0,1,6,1,140,0,2,0,GOOD
9199770,1745,APARTMENT,DUPLEX,285000,4,137,1,0,0,0,0,0,0,0,2,0,AS_NEW
9418992,3300,HOUSE,EXCEPTIONAL_PROPERTY,699000,3,394,1,0,0,1,0,0,0,768,4,0,GOOD
9371417,1410,HOUSE,COUNTRY_COTTAGE,488000,2,124,1,0,0,1,1,1,500,708,4,0,GOOD
9390162,3191,HOUSE,VILLA,975000,4,308,0,0,1,1,54,1,0,1500,4,0,AS_NEW
9329328,3390,APARTMENT,APARTMENT,305975,2,91,0,1,0,1,15,1,15,0,2,0,AS_NEW
9111008,1083,HOUSE,HOUSE,575000,4,161,1,0,0,1,42,1,100,219,2,0,AS_NEW
9263179,1082,HOUSE,TOWN_HOUSE,469000,3,200,1,0,1,1,5,1,120,290,3,0,AS_NEW
9310689,2170,APARTMENT,APARTMENT,305000,3,125,1,0,0,1,50,1,62,0,2,0,JUST_RENOVATED
9233830,9000,HOUSE,APARTMENT_BLOCK,895000,0,350,1,0,0,0,0,0,0,0,4,0,GOOD
9182270,6600,HOUSE,HOUSE,190000,2,,1,0,0,0,0,0,0,0,2,0,JUST_RENOVATED
9380688,1440,HOUSE,VILLA,350000,3,120,1,0,0,1,15,1,0,1200,,0,GOOD
8954622,4870,HOUSE,MIXED_USE_BUILDING,249000,6,245,1,0,0,1,25,1,80,0,3,0,GOOD
9426669,3900,APARTMENT,APARTMENT,199689,1,74,1,0,0,0,0,0,0,0,2,0,AS_NEW
9412287,8400,APARTMENT,APARTMENT,170000,1,,0,0,0,0,0,0,0,0,2,0,AS_NEW
9332953,3000,APARTMENT,APARTMENT,530000,3,143,1,0,0,1,6,0,0,0,,0,AS_NEW
9295535,5650,HOUSE,HOUSE,30000,3,96,1,0,0,1,0,0,0,323,3,0,GOOD
9308380,9620,APARTMENT,GROUND_FLOOR,249000,3,160,1,0,0,1,0,0,0,0,,0,GOOD
9305748,7700,APARTMENT,APARTMENT,239000,3,110,1,0,0,0,0,0,0,0,,0,GOOD
9421395,3018,HOUSE,HOUSE,385000,2,130,1,0,0,1,40,1,451,500,4,0,AS_NEW
9264748,1030,APARTMENT,APARTMENT,340000,2,100,1,0,1,1,3,0,0,0,2,0,GOOD
9334540,1000,HOUSE,HOUSE,1295000,4,430,1,0,0,1,15,1,200,317,2,0,GOOD
9433335,4280,HOUSE,HOUSE,225000,3,119,1,0,0,1,20,1,264,335,3,0,GOOD
9435878,7340,HOUSE,VILLA,145000,3,135,0,0,0,1,0,0,0,250,3,0,AS_NEW
9173442,1140,APARTMENT,APARTMENT,175000,1,50,1,0,0,0,0,0,0,0,2,0,AS_NEW
8316876,3930,HOUSE,VILLA,749000,4,,0,0,0,0,0,1,0,1240,4,0,AS_NEW
9437457,8620,APARTMENT,GROUND_FLOOR,365000,4,77,1,0,0,0,0,0,0,0,,0,GOOD
9381663,4430,APARTMENT,APARTMENT,109000,1,52,1,0,0,0,0,0,0,0,2,0,GOOD
9432916,9140,HOUSE,TOWN_HOUSE,349000,4,190,0,0,0,0,0,0,0,0,,0,AS_NEW
9380883,1490,HOUSE,VILLA,325000,3,115,1,0,0,1,30,1,0,635,4,0,GOOD
9290527,8300,HOUSE,HOUSE,1250000,4,309,1,0,0,1,0,1,0,313,2,0,AS_NEW
9365853,6030,HOUSE,HOUSE,135000,3,110,0,0,0,1,35,1,670,885,4,0,TO_RENOVATE
9413318,2000,APARTMENT,APARTMENT,235000,2,69,1,0,0,0,0,0,0,0,2,0,JUST_RENOVATED
8647396,9500,APARTMENT,PENTHOUSE,260000,2,110,1,0,0,0,0,0,0,0,,0,AS_NEW
9220255,7623,HOUSE,HOUSE,320000,3,220,0,0,0,1,0,0,0,2500,4,0,GOOD
9377082,4620,HOUSE,HOUSE,150000,3,240,1,0,0,1,5,1,55,0,2,0,TO_RENOVATE
8954486,9700,HOUSE,HOUSE,220000,4,170,0,0,0,0,0,0,0,345,2,0,TO_RENOVATE
9250127,2630,APARTMENT,APARTMENT,349000,5,145,1,0,0,1,37,1,0,0,,0,AS_NEW
9357540,2640,HOUSE,OTHER_PROPERTY,1275000,3,247,1,0,0,1,0,1,0,618,2,0,AS_NEW
9170920,9820,HOUSE,HOUSE,381366,3,,1,0,0,0,0,0,0,992,4,0,AS_NEW
9350532,8750,HOUSE,HOUSE,275000,3,200,0,0,0,1,0,0,0,1364,4,0,TO_RESTORE
9328807,3210,APARTMENT,APARTMENT,265000,2,87,1,0,0,1,27,0,0,0,,0,AS_NEW
9346462,4252,HOUSE,HOUSE,299000,5,210,1,0,0,1,32,1,1188,1319,4,0,AS_NEW
9427734,1030,APARTMENT,APARTMENT,210000,2,95,1,0,0,1,16,0,0,0,2,0,GOOD
9269673,8400,APARTMENT,APARTMENT,299000,1,69,1,0,0,1,0,0,0,0,,0,AS_NEW
9401039,3970,HOUSE,MIXED_USE_BUILDING,651000,0,,0,0,0,0,0,0,0,267,2,0,GOOD
9402424,8430,APARTMENT,FLAT_STUDIO,85000,0,28,1,1,0,0,0,0,0,0,,0,GOOD
9391808,4100,APARTMENT,DUPLEX,199000,2,105,1,0,0,1,26,0,0,0,,0,AS_NEW
9384902,1470,HOUSE,BUNGALOW,475000,3,207,1,0,0,1,40,1,1162,1162,4,0,AS_NEW
9342011,8840,APARTMENT,APARTMENT,285000,2,99,0,0,0,1,14,0,0,0,4,0,GOOD
9335635,9250,APARTMENT,APARTMENT,535000,3,151,1,0,0,0,0,1,0,0,2,0,AS_NEW
9307332,1000,HOUSE,MIXED_USE_BUILDING,1090000,4,423,1,0,0,0,0,1,76,221,2,0,GOOD
9187326,6030,HOUSE,HOUSE,59000,2,150,1,0,0,1,5,0,0,150,,0,TO_RENOVATE
8477546,7850,HOUSE,EXCEPTIONAL_PROPERTY,1200000,6,420,1,0,1,0,0,0,0,8656,4,0,GOOD
9319899,9930,APARTMENT,APARTMENT,561115,4,255,1,0,0,0,0,0,0,0,2,0,AS_NEW
9349162,8710,HOUSE,HOUSE,215000,5,201,0,0,0,0,0,1,0,439,,0,TO_BE_DONE_UP
9253754,1070,HOUSE,HOUSE,250000,4,150,0,0,0,0,0,1,220,285,2,0,TO_RENOVATE
9260649,5030,HOUSE,HOUSE,125000,2,,0,0,0,0,0,0,0,0,3,0,TO_RESTORE
9415923,1420,APARTMENT,APARTMENT,346725,2,106,1,0,0,1,17,0,0,0,,0,AS_NEW
8866260,6042,APARTMENT,APARTMENT,125000,2,71,1,1,0,0,0,0,0,0,2,0,GOOD
9308320,3500,HOUSE,HOUSE,420000,5,177,0,0,0,1,0,0,0,145,2,0,JUST_RENOVATED
9309661,7520,HOUSE,HOUSE,99000,2,114,1,0,0,0,0,0,0,50,1,0,GOOD
9112870,3020,HOUSE,HOUSE,750000,3,214,1,0,1,1,0,1,0,2092,4,0,GOOD
9386953,8400,APARTMENT,APARTMENT,450000,2,102,1,0,0,1,44,0,0,0,,1,AS_NEW
9427697,8750,HOUSE,HOUSE,189500,4,196,0,0,0,0,0,0,0,0,,0,TO_RENOVATE
9308574,2490,HOUSE,VILLA,649000,3,384,1,0,0,0,0,1,0,1219,4,1,GOOD
9379079,4800,APARTMENT,APARTMENT,117500,1,58,1,0,0,1,12,0,0,0,,0,GOOD
9405175,4040,HOUSE,HOUSE,75000,3,103,1,0,0,1,4,0,0,42,2,0,TO_BE_DONE_UP
9380891,8820,HOUSE,HOUSE,149000,3,,1,0,0,0,0,0,0,187,2,0,TO_BE_DONE_UP
9176694,7800,HOUSE,HOUSE,165000,2,,1,0,0,0,0,0,0,500,3,0,AS_NEW
9416078,2500,HOUSE,HOUSE,340000,4,201,1,0,0,1,20,1,50,270,2,0,TO_BE_DONE_UP
8936822,8930,APARTMENT,APARTMENT,130000,2,108,1,0,0,0,0,0,0,0,2,0,GOOD
9401201,4347,HOUSE,HOUSE,159000,2,67,1,0,0,0,0,0,0,65,2,0,GOOD
9215333,1180,HOUSE,MIXED_USE_BUILDING,525000,2,220,0,0,0,1,0,1,70,162,2,0,GOOD
9235725,4900,APARTMENT,APARTMENT,225000,2,100,1,0,0,1,9,1,0,0,3,0,GOOD
8541303,8370,HOUSE,HOUSE,384000,5,,1,0,0,0,0,0,0,119,,0,TO_RENOVATE
9424929,8300,APARTMENT,APARTMENT,1245000,3,119,0,0,0,1,0,0,0,0,,0,AS_NEW
9370648,1180,APARTMENT,APARTMENT,330000,3,115,1,0,0,1,0,0,0,0,4,0,AS_NEW
9276690,4040,APARTMENT,APARTMENT,99900,2,71,1,0,0,1,12,0,0,0,,0,TO_BE_DONE_UP
9398126,9000,APARTMENT,APARTMENT,442000,3,95,0,0,0,1,20,0,0,0,,0,AS_NEW
9383381,8400,HOUSE,APARTMENT_BLOCK,190000,5,200,0,0,0,0,0,0,0,51,2,0,TO_RENOVATE
9404010,1560,HOUSE,VILLA,989000,4,400,1,0,0,1,0,0,0,1409,4,0,GOOD
9277814,7390,HOUSE,HOUSE,85000,2,100,0,0,0,0,0,1,56,156,2,0,TO_BE_DONE_UP
9403736,8400,HOUSE,MANSION,399000,4,258,1,0,0,0,0,0,0,95,2,0,AS_NEW
9432335,2100,APARTMENT,APARTMENT,179000,2,90,1,0,0,0,0,0,0,0,3,0,TO_RENOVATE
9312029,1933,HOUSE,HOUSE,495000,3,132,1,0,1,1,18,1,190,298,4,0,GOOD
9385371,4020,HOUSE,HOUSE,220200,2,147,1,0,0,1,0,1,23,0,2,0,JUST_RENOVATED
9357687,1083,APARTMENT,APARTMENT,395000,4,200,1,0,0,1,25,0,0,0,2,0,JUST_RENOVATED
9355967,1190,APARTMENT,DUPLEX,425000,3,140,1,0,0,1,9,0,0,0,2,0,AS_NEW
9248065,6250,HOUSE,HOUSE,129000,2,116,1,0,0,0,0,0,0,194,,0,GOOD
8592666,2328,APARTMENT,APARTMENT,265000,2,87,1,0,0,1,19,1,47,0,2,0,GOOD
9201643,1490,HOUSE,EXCEPTIONAL_PROPERTY,1000000,6,530,1,0,0,1,150,1,8100,8100,4,1,TO_BE_DONE_UP
9381911,7500,HOUSE,HOUSE,595000,5,351,1,0,1,1,50,0,0,139,3,0,JUST_RENOVATED
9398916,3520,APARTMENT,APARTMENT,249900,2,95,1,0,0,0,0,0,0,0,,0,GOOD
9259184,8400,APARTMENT,APARTMENT,445000,2,,0,0,0,0,0,0,0,0,,0,AS_NEW
9059956,9890,HOUSE,COUNTRY_COTTAGE,456780,3,196,1,0,0,1,0,1,0,708,,0,AS_NEW
9333565,1180,HOUSE,VILLA,1150000,5,354,1,0,0,1,10,1,450,730,4,0,TO_BE_DONE_UP
9319452,2100,APARTMENT,APARTMENT,239000,3,100,1,0,0,1,0,0,0,0,,0,AS_NEW
9398219,2020,APARTMENT,GROUND_FLOOR,319000,2,88,1,0,0,0,0,1,115,0,2,0,JUST_RENOVATED
9376654,9000,APARTMENT,APARTMENT,285000,2,83,0,0,0,1,0,1,0,0,,0,AS_NEW
9375834,1000,APARTMENT,APARTMENT,220000,1,56,1,0,0,0,0,0,0,0,2,0,TO_BE_DONE_UP
9409954,1040,APARTMENT,PENTHOUSE,795000,3,120,1,0,0,1,1250,0,0,0,3,0,AS_NEW
9426671,3900,APARTMENT,APARTMENT,200830,1,74,1,0,0,0,0,0,0,0,2,0,AS_NEW
9398144,9860,HOUSE,HOUSE,475000,3,166,1,0,0,1,40,1,100,678,2,0,AS_NEW
9288819,8434,APARTMENT,APARTMENT,253000,2,64,1,1,0,1,10,0,0,0,2,0,GOOD
9367986,1701,HOUSE,MIXED_USE_BUILDING,795000,5,346,1,0,0,1,0,0,0,2632,4,1,AS_NEW
9233829,9000,HOUSE,MIXED_USE_BUILDING,895000,0,350,1,0,0,0,0,0,0,0,4,0,GOOD
9351164,4540,APARTMENT,APARTMENT,99000,1,180,1,0,0,0,0,0,0,0,3,0,GOOD
9192849,4432,HOUSE,HOUSE,199000,4,120,1,0,0,0,0,0,0,0,3,0,JUST_RENOVATED
9388792,5377,HOUSE,VILLA,350000,4,165,1,0,0,1,40,1,1400,1580,4,0,GOOD
9250481,8400,APARTMENT,DUPLEX,250000,2,75,1,0,0,1,8,0,0,0,2,0,GOOD
9391417,7500,APARTMENT,APARTMENT,149000,2,110,0,0,0,0,0,0,0,0,2,0,GOOD
9406544,3950,HOUSE,COUNTRY_COTTAGE,1150000,3,368,1,0,0,1,0,0,0,16000,4,0,AS_NEW
9319916,8670,HOUSE,VILLA,499000,2,164,1,0,0,1,0,1,700,800,4,0,GOOD
9399276,4340,APARTMENT,APARTMENT,110000,1,43,1,0,0,0,0,0,0,0,2,0,GOOD
9124569,1853,APARTMENT,APARTMENT,221000,2,80,1,0,0,1,0,0,0,0,4,0,GOOD
9311080,8500,HOUSE,HOUSE,104000,3,,0,0,0,0,0,0,0,60,4,0,GOOD
9364046,7387,HOUSE,HOUSE,325000,5,,0,0,0,1,0,0,0,1120,4,0,GOOD
9110373,1500,APARTMENT,SERVICE_FLAT,178000,1,66,1,0,0,0,0,0,0,0,,0,AS_NEW
9424106,9300,HOUSE,HOUSE,265000,3,205,1,1,0,1,15,1,240,369,2,0,GOOD
8555189,2830,APARTMENT,SERVICE_FLAT,343000,1,117,1,0,0,1,5,0,0,0,2,1,GOOD
8859248,2650,HOUSE,HOUSE,414870,3,140,0,0,0,0,0,1,0,2488,2,0,AS_NEW
9173010,5030,HOUSE,HOUSE,285000,6,130,1,0,0,0,0,0,0,85,4,0,GOOD
9394926,7012,HOUSE,HOUSE,149800,2,,0,0,0,0,0,0,0,200,2,0,AS_NEW
9345713,4121,HOUSE,BUNGALOW,399000,3,170,1,0,0,1,100,1,750,1366,4,1,AS_NEW
9299380,1080,HOUSE,APARTMENT_BLOCK,315000,5,237,1,0,0,0,0,1,11,0,2,0,TO_RESTORE
9295885,1080,APARTMENT,APARTMENT,275000,3,129,1,0,0,1,0,0,0,0,2,0,JUST_RENOVATED
9307826,7643,HOUSE,APARTMENT_BLOCK,99000,1,33,0,0,0,0,0,0,0,0,3,0,TO_RESTORE
9180596,8400,APARTMENT,FLAT_STUDIO,178000,0,37,1,0,0,1,3,0,0,0,,0,AS_NEW
9388531,1050,APARTMENT,APARTMENT,549000,2,110,1,0,0,0,0,0,0,0,2,0,AS_NEW
9437455,8620,APARTMENT,APARTMENT,775000,2,91,1,1,0,1,0,0,0,0,,0,GOOD
9321520,3830,HOUSE,HOUSE,145000,3,140,1,0,0,0,0,0,0,940,4,0,TO_RENOVATE
9363723,3000,APARTMENT,APARTMENT,598200,3,144,0,0,0,1,8,0,0,0,,0,AS_NEW
9334539,1040,HOUSE,HOUSE,1295000,4,430,1,0,0,1,15,1,200,317,2,0,GOOD
9395330,8430,APARTMENT,FLAT_STUDIO,105000,0,28,1,0,0,1,0,0,0,0,2,1,GOOD
9229135,3910,HOUSE,VILLA,755000,3,383,0,0,0,0,0,1,0,1770,4,1,AS_NEW
7986613,4000,APARTMENT,APARTMENT,270000,2,103,0,0,0,1,0,0,0,0,,0,AS_NEW
9410401,1050,APARTMENT,DUPLEX,650000,4,158,1,0,0,1,22,1,40,0,2,0,AS_NEW
8949418,7390,HOUSE,HOUSE,35000,2,125,1,0,0,1,0,0,0,220,2,0,AS_NEW
9374234,3300,HOUSE,HOUSE,239000,2,150,1,0,0,1,0,1,275,345,2,0,GOOD
9115404,2840,APARTMENT,APARTMENT,269000,3,145,0,0,0,0,0,0,0,0,,0,AS_NEW
9194902,1410,APARTMENT,APARTMENT,350000,2,85,1,0,0,1,12,0,0,0,4,0,AS_NEW
9389574,9600,APARTMENT,APARTMENT,137500,1,,0,0,0,0,0,0,0,0,,0,GOOD
9430967,9500,HOUSE,HOUSE,360000,3,523,0,0,0,1,1,1,300,523,3,0,AS_NEW
9279321,9230,APARTMENT,APARTMENT,299000,2,135,1,0,0,1,0,1,28,0,2,0,AS_NEW
8546597,4720,HOUSE,MIXED_USE_BUILDING,250000,9,285,0,0,0,0,0,0,0,445,2,0,TO_RENOVATE
8951053,8820,HOUSE,APARTMENT_BLOCK,1250000,11,598,0,0,0,0,0,1,0,585,3,0,GOOD
9428390,8500,HOUSE,HOUSE,175000,4,,1,0,0,1,15,1,80,230,,0,TO_RENOVATE
