id,location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition
9306584,3770,HOUSE,MIXED_USE_BUILDING,500000,2,210,1,0,0,0,0,1,720,1689,4,0,GOOD
8939336,9690,HOUSE,HOUSE,169700,3,,1,0,0,1,0,0,0,210,3,0,GOOD
9189042,7100,HOUSE,HOUSE,220000,3,,0,0,0,0,0,0,0,199,3,0,GOOD
9313505,4000,HOUSE,APARTMENT_BLOCK,619000,6,406,1,0,0,1,7,0,0,0,2,0,TO_BE_DONE_UP
9428804,9000,HOUSE,HOUSE,312000,3,130,1,0,0,0,0,0,0,72,2,0,GOOD
9163654,7140,HOUSE,HOUSE,140000,2,153,1,0,0,1,0,0,0,0,2,0,GOOD
9387573,2381,HOUSE,HOUSE,240000,4,267,0,0,0,0,0,0,0,207,3,0,GOOD
9391754,9180,HOUSE,VILLA,475000,2,,0,0,0,0,0,0,0,0,,0,TO_RENOVATE
9319235,4500,HOUSE,HOUSE,549000,5,260,1,0,1,1,38,1,3250,3961,4,0,GOOD
9396721,4000,HOUSE,HOUSE,169000,2,75,1,0,0,1,13,0,0,0,2,0,GOOD
9367211,2235,HOUSE,HOUSE,279000,4,352,0,0,0,0,0,1,0,610,3,0,GOOD
8932902,2160,HOUSE,HOUSE,395000,3,,0,0,0,0,0,0,0,140,,0,AS_NEW
9418816,1702,HOUSE,HOUSE,349000,5,220,0,0,0,0,0,0,0,160,,0,AS_NEW
9340623,5350,HOUSE,HOUSE,149000,2,115,0,0,0,0,0,0,0,446,4,0,TO_RENOVATE
9433201,9600,HOUSE,MANSION,325000,4,241,1,0,0,0,0,0,0,170,2,0,TO_BE_DONE_UP
9379370,3000,APARTMENT,APARTMENT,152000,1,16,1,1,0,0,0,0,0,0,3,0,AS_NEW
9316230,7100,HOUSE,MIXED_USE_BUILDING,190000,2,90,0,0,0,1,0,0,0,87,3,0,TO_BE_DONE_UP
9402450,7890,HOUSE,HOUSE,195000,2,120,1,0,1,0,0,0,0,928,,0,TO_RENOVATE
9123268,7012,APARTMENT,APARTMENT,120000,2,104,1,0,0,0,0,0,0,0,2,0,GOOD
8995501,2400,APARTMENT,APARTMENT,339000,2,125,1,0,0,1,11,0,0,0,,0,AS_NEW
9203283,7700,HOUSE,HOUSE,259000,3,,1,0,0,1,0,1,0,688,3,0,JUST_RENOVATED
9394438,9120,HOUSE,HOUSE,245000,3,134,1,0,0,0,0,1,12,90,2,0,GOOD
9061247,9991,HOUSE,HOUSE,258116,3,,1,0,0,0,0,0,0,593,3,0,AS_NEW
9404520,9060,HOUSE,HOUSE,340000,9,338,0,0,0,0,0,0,0,391,,0,GOOD
9437024,8840,HOUSE,HOUSE,325000,5,290,1,0,0,0,0,1,0,700,4,0,GOOD
9273318,2610,APARTMENT,APARTMENT,209000,2,76,1,0,0,1,4,0,0,0,2,0,AS_NEW
8932341,9280,HOUSE,HOUSE,325000,1,330,1,0,0,0,0,0,0,0,2,0,GOOD
9421400,7050,HOUSE,VILLA,369000,4,320,1,0,0,1,50,0,0,0,3,0,GOOD
9050591,4624,HOUSE,HOUSE,70000,2,,0,0,0,0,0,0,0,41,2,0,TO_RENOVATE
9387324,4800,HOUSE,HOUSE,125000,2,,0,0,0,1,0,0,0,170,2,0,TO_RESTORE
9176999,2000,APARTMENT,SERVICE_FLAT,420000,1,80,1,0,0,1,0,0,0,0,,0,AS_NEW
9377506,4570,HOUSE,VILLA,419000,0,181,0,0,0,0,0,0,0,2070,4,0,GOOD
9292843,9300,HOUSE,HOUSE,215000,3,125,1,0,0,0,0,0,0,88,2,0,TO_BE_DONE_UP
9323362,1970,APARTMENT,APARTMENT,359000,2,93,1,0,0,1,48,0,0,0,,0,AS_NEW
9418977,9000,APARTMENT,APARTMENT,175000,1,39,1,0,0,0,0,0,0,0,2,0,GOOD
9424527,1850,HOUSE,HOUSE,399000,3,166,1,0,0,1,0,0,0,641,4,0,GOOD
9385501,6900,HOUSE,HOUSE,250000,4,,1,0,0,1,10,1,4733,4733,4,0,GOOD
9360143,8740,HOUSE,HOUSE,545000,5,272,1,0,0,0,0,0,0,1805,4,0,GOOD
8498735,8770,APARTMENT,APARTMENT,390000,2,132,0,0,0,1,0,1,0,0,,0,AS_NEW
9426584,3960,HOUSE,HOUSE,247500,2,183,1,0,0,0,0,0,0,81,,0,GOOD
9217325,9820,HOUSE,MANOR_HOUSE,2200000,10,527,1,0,0,0,0,1,0,17000,,1,AS_NEW
9216868,4500,HOUSE,HOUSE,159000,6,262,1,0,0,0,0,0,0,287,,0,TO_RENOVATE
9411274,2900,HOUSE,VILLA,595000,2,297,1,0,0,1,73,1,1830,2160,4,0,TO_RESTORE
9207716,1090,APARTMENT,FLAT_STUDIO,139000,1,40,1,0,0,0,0,0,0,0,2,0,AS_NEW
9360846,6940,HOUSE,HOUSE,169000,4,137,1,0,1,0,0,1,0,1130,4,0,TO_RENOVATE
9399294,9200,APARTMENT,APARTMENT,209000,2,103,0,0,0,0,0,0,0,0,,0,GOOD
9381518,7140,APARTMENT,APARTMENT,80000,1,,1,0,0,0,0,0,0,0,,0,GOOD
9360322,4020,APARTMENT,APARTMENT,167500,2,66,0,0,0,0,0,0,0,0,3,0,GOOD
9329840,4801,HOUSE,HOUSE,275000,3,105,1,0,1,1,15,1,150,202,2,0,TO_BE_DONE_UP
9387919,9940,APARTMENT,APARTMENT,320000,2,91,0,0,0,0,0,1,11,0,2,0,GOOD
8922463,8851,HOUSE,VILLA,348000,3,215,1,0,0,1,0,1,0,1074,4,0,GOOD
9398872,1000,APARTMENT,FLAT_STUDIO,250000,0,53,1,0,0,0,0,0,0,0,,0,GOOD
9424990,2110,HOUSE,HOUSE,349000,3,176,1,0,0,0,0,1,62,375,,0,TO_BE_DONE_UP
9240860,1040,APARTMENT,PENTHOUSE,510000,4,102,1,0,1,1,4,0,0,0,3,0,AS_NEW
9063879,1731,APARTMENT,APARTMENT,205000,2,70,1,0,0,1,13,0,0,0,4,0,AS_NEW
9417910,7090,HOUSE,VILLA,490000,4,266,1,0,0,0,0,0,0,805,4,0,AS_NEW
9418238,5500,HOUSE,EXCEPTIONAL_PROPERTY,490000,5,350,1,0,0,0,0,1,0,609,3,0,JUST_RENOVATED
9396022,6200,HOUSE,VILLA,295000,3,,1,0,0,1,15,1,100,319,4,0,AS_NEW
9436357,9991,APARTMENT,APARTMENT,179000,2,,1,0,0,1,8,0,0,0,,0,AS_NEW
9330380,8660,APARTMENT,APARTMENT,289000,2,95,0,0,0,1,0,0,0,0,,0,JUST_RENOVATED
9348876,8400,APARTMENT,APARTMENT,189000,2,100,1,0,0,1,0,0,0,0,2,0,TO_BE_DONE_UP
9386565,6041,HOUSE,HOUSE,279000,3,187,1,0,0,0,0,1,400,480,3,0,AS_NEW
9341448,1090,APARTMENT,APARTMENT,2500,2,82,1,0,0,1,4,0,0,0,,0,GOOD
9383948,8500,HOUSE,HOUSE,325000,3,100,1,0,0,1,60,0,0,160,,0,AS_NEW
9347997,2250,HOUSE,HOUSE,274000,4,196,1,0,0,1,0,0,0,230,,0,GOOD
9322934,1200,APARTMENT,FLAT_STUDIO,194500,0,52,0,0,0,1,8,0,0,0,,0,AS_NEW
9070711,1570,APARTMENT,PENTHOUSE,199000,2,80,1,0,0,0,0,0,0,0,2,0,GOOD
9336759,8400,APARTMENT,APARTMENT,104000,1,30,1,0,0,1,0,0,0,0,,0,GOOD
9208041,8530,APARTMENT,APARTMENT,397500,3,205,1,0,1,1,27,0,0,0,4,0,AS_NEW
9371422,9160,HOUSE,HOUSE,279000,3,,0,0,0,0,0,0,0,96,,0,AS_NEW
9437063,1060,APARTMENT,FLAT_STUDIO,185000,0,58,1,0,0,1,16,0,0,0,2,0,GOOD
8671503,4860,HOUSE,MIXED_USE_BUILDING,155000,4,180,1,0,0,1,20,1,30,0,2,0,TO_RENOVATE
8013867,8430,APARTMENT,FLAT_STUDIO,99000,0,27,0,0,0,0,0,0,0,0,,0,JUST_RENOVATED
9398604,1060,APARTMENT,APARTMENT,350000,1,70,1,0,0,1,8,0,0,0,2,0,AS_NEW
9391262,1150,HOUSE,HOUSE,1350000,5,220,0,0,0,1,16,1,145,324,3,0,AS_NEW
9339390,8900,APARTMENT,APARTMENT,165654,1,50,1,0,0,1,12,0,0,0,4,0,AS_NEW
9421803,2200,APARTMENT,PENTHOUSE,374900,2,,0,0,0,1,0,0,0,0,,0,AS_NEW
9204400,7141,HOUSE,HOUSE,165000,2,117,1,0,0,1,0,0,0,250,4,0,JUST_RENOVATED
9261949,1070,APARTMENT,APARTMENT,335000,3,124,1,0,0,1,17,0,0,0,,0,AS_NEW
9241419,1050,APARTMENT,FLAT_STUDIO,115000,0,36,1,0,0,0,0,0,0,0,1,0,TO_BE_DONE_UP
9382770,1730,APARTMENT,GROUND_FLOOR,179000,1,69,1,0,0,0,0,1,20,0,4,0,GOOD
9261725,3840,HOUSE,HOUSE,310000,3,198,1,0,0,1,37,1,0,668,,0,AS_NEW
9406750,1080,APARTMENT,APARTMENT,145000,1,50,1,0,0,1,8,0,0,0,1,0,JUST_RENOVATED
9395594,1000,APARTMENT,APARTMENT,399000,2,80,1,0,0,1,8,1,40,0,3,0,AS_NEW
9396061,1770,APARTMENT,APARTMENT,179000,3,86,1,0,0,1,8,0,0,0,4,0,TO_RENOVATE
9282505,2070,APARTMENT,GROUND_FLOOR,219000,2,88,0,0,0,1,0,0,0,0,2,0,GOOD
9336739,1420,APARTMENT,APARTMENT,377150,3,139,1,0,0,1,20,1,325,0,,0,AS_NEW
9225227,4053,HOUSE,HOUSE,475000,5,230,1,0,1,1,42,1,872,1072,4,0,TO_BE_DONE_UP
9241850,2400,APARTMENT,APARTMENT,269000,2,102,1,0,0,1,15,1,25,0,2,0,AS_NEW
9004091,8400,APARTMENT,APARTMENT,185000,2,92,1,0,0,0,0,0,0,0,3,0,GOOD
9436732,1950,HOUSE,VILLA,895000,4,250,1,0,0,1,0,1,350,677,4,0,AS_NEW
9430861,6700,HOUSE,HOUSE,270000,3,109,0,0,0,1,0,1,0,618,4,0,TO_BE_DONE_UP
9305298,8690,HOUSE,HOUSE,139000,3,200,0,0,0,0,0,1,580,580,2,0,TO_RENOVATE
9302815,8620,APARTMENT,APARTMENT,249000,1,53,0,0,0,1,0,1,0,0,,0,AS_NEW
8734942,7320,HOUSE,EXCEPTIONAL_PROPERTY,122500,3,145,0,0,0,1,20,1,270,340,2,0,AS_NEW
8450951,4650,HOUSE,HOUSE,220000,3,195,1,0,0,0,0,0,0,85,2,0,JUST_RENOVATED
9407917,3300,APARTMENT,APARTMENT,160000,2,75,1,0,0,1,4,0,0,0,,0,TO_BE_DONE_UP
9107644,1050,APARTMENT,GROUND_FLOOR,725000,3,198,1,0,0,1,9,1,145,0,3,0,AS_NEW
9214189,7000,APARTMENT,APARTMENT,267695,1,82,1,0,0,1,8,0,0,0,4,0,AS_NEW
9391319,4470,HOUSE,HOUSE,410000,4,213,1,0,0,1,50,1,2000,2064,4,0,AS_NEW
9226893,3945,HOUSE,HOUSE,520000,5,,1,0,0,1,0,0,0,1891,4,0,GOOD
9335465,1370,HOUSE,HOUSE,145000,1,68,1,0,0,0,0,0,0,85,1,0,GOOD
9167300,4800,HOUSE,HOUSE,250000,4,240,0,0,0,1,35,0,0,158,2,0,GOOD
8821108,4031,HOUSE,HOUSE,210000,4,,0,0,0,0,0,1,0,210,2,0,GOOD
9285418,9700,HOUSE,COUNTRY_COTTAGE,499500,4,,0,0,0,0,0,1,0,5789,,0,TO_RENOVATE
9322780,1080,HOUSE,HOUSE,579000,5,226,1,0,0,1,35,0,0,690,3,0,GOOD
9428869,9000,HOUSE,HOUSE,318000,4,160,1,0,0,1,8,0,0,66,2,0,GOOD
9334404,3960,HOUSE,HOUSE,249000,4,143,0,0,0,1,0,0,0,280,3,0,GOOD
9402850,9550,HOUSE,VILLA,750000,4,,1,0,0,0,0,1,8336,8336,,0,TO_BE_DONE_UP
9254331,8800,APARTMENT,APARTMENT,127200,3,,0,0,0,0,0,0,0,0,2,0,GOOD
9412744,2800,HOUSE,TOWN_HOUSE,329000,2,230,1,0,0,0,0,0,0,0,4,0,GOOD
9388672,8470,HOUSE,HOUSE,280000,3,101,1,0,0,0,0,1,58,134,2,0,GOOD
8769069,3580,HOUSE,HOUSE,298000,3,216,0,0,0,0,0,0,0,590,3,0,AS_NEW
9370412,1030,HOUSE,HOUSE,359000,3,139,1,0,0,0,0,0,0,90,3,0,GOOD
9263722,1140,APARTMENT,APARTMENT,245000,1,60,1,0,0,1,30,0,0,0,2,0,AS_NEW
9352655,8870,HOUSE,HOUSE,80500,2,,0,0,0,0,0,0,0,542,2,0,TO_RENOVATE
8068576,4130,APARTMENT,APARTMENT,435000,2,,1,1,0,1,25,1,1000,0,4,0,AS_NEW
9410726,2060,APARTMENT,DUPLEX,369000,2,147,1,0,0,0,0,1,30,0,2,0,AS_NEW
9299453,7822,HOUSE,HOUSE,177500,2,,1,0,0,1,0,0,0,0,2,0,GOOD
9216880,3370,HOUSE,HOUSE,425000,3,460,1,0,0,1,228,1,94,850,4,0,GOOD
9341408,4000,HOUSE,HOUSE,109000,2,111,1,0,0,1,12,0,0,90,2,0,TO_BE_DONE_UP
9334288,3110,APARTMENT,APARTMENT,304000,2,100,0,0,0,1,16,0,0,0,,0,AS_NEW
9374404,8400,APARTMENT,APARTMENT,123000,1,40,1,1,0,1,0,0,0,0,,0,AS_NEW
9095101,1630,APARTMENT,APARTMENT,225000,2,80,1,0,0,1,16,0,0,0,,0,GOOD
9349921,1180,APARTMENT,DUPLEX,495000,3,145,1,0,0,1,25,0,0,0,2,0,AS_NEW
9286589,2400,APARTMENT,APARTMENT,359000,4,205,1,0,0,1,71,0,0,0,,0,AS_NEW
8815145,1050,APARTMENT,FLAT_STUDIO,115000,0,26,0,1,0,0,0,0,0,0,,0,GOOD
9356142,1070,APARTMENT,DUPLEX,220000,3,97,0,0,0,0,0,0,0,0,,0,JUST_RENOVATED
9418502,1420,HOUSE,VILLA,620000,5,210,1,0,0,1,50,0,0,343,3,0,AS_NEW
9316627,1030,HOUSE,HOUSE,279000,4,126,1,0,0,0,0,0,0,130,2,0,TO_BE_DONE_UP
9395039,9750,HOUSE,HOUSE,315000,3,170,1,0,0,0,0,0,0,672,3,0,AS_NEW
9066114,2430,APARTMENT,SERVICE_FLAT,174000,1,54,0,0,0,0,0,0,0,0,,0,GOOD
9112171,6840,HOUSE,HOUSE,435000,5,375,0,0,0,0,0,1,0,1082,4,0,JUST_RENOVATED
9345689,6043,APARTMENT,GROUND_FLOOR,163350,2,92,0,0,0,0,0,0,0,0,3,0,AS_NEW
9407253,9050,HOUSE,HOUSE,299000,3,142,1,0,0,1,50,0,0,122,2,0,AS_NEW
8950149,1933,APARTMENT,GROUND_FLOOR,620000,2,140,1,0,0,1,18,0,0,0,2,0,AS_NEW
9060933,3400,APARTMENT,APARTMENT,115000,1,50,1,0,0,1,25,0,0,0,2,0,TO_BE_DONE_UP
8920083,8370,APARTMENT,FLAT_STUDIO,110000,0,,1,0,0,0,0,0,0,0,2,0,GOOD
9410255,1000,APARTMENT,APARTMENT,549000,2,,0,0,0,1,0,0,0,0,2,0,AS_NEW
9358528,3920,HOUSE,HOUSE,257500,3,132,1,0,0,0,0,1,192,192,2,0,AS_NEW
9401191,6040,HOUSE,HOUSE,119999,2,98,1,0,0,1,28,1,360,580,2,0,TO_BE_DONE_UP
9296498,2100,HOUSE,HOUSE,269000,4,1270,1,0,0,0,0,0,0,127,,0,JUST_RENOVATED
9238191,4122,HOUSE,VILLA,270000,3,175,0,0,0,0,0,0,0,1325,4,0,TO_BE_DONE_UP
9400979,2020,HOUSE,MIXED_USE_BUILDING,335000,7,226,1,0,0,0,0,1,34,0,2,0,TO_RENOVATE
9345608,2100,APARTMENT,GROUND_FLOOR,225000,3,110,1,0,0,1,0,1,100,0,3,0,GOOD
9428636,1083,APARTMENT,APARTMENT,329000,2,115,1,0,0,1,6,0,0,0,2,0,AS_NEW
9359566,9600,HOUSE,MIXED_USE_BUILDING,1100000,14,1200,0,0,0,0,0,0,0,3510,4,0,TO_RESTORE
9391394,6110,HOUSE,HOUSE,125000,2,90,0,0,0,0,0,0,0,154,3,0,AS_NEW
9384407,8670,APARTMENT,FLAT_STUDIO,99000,0,28,1,0,0,0,0,0,0,0,,0,AS_NEW
9318322,1060,APARTMENT,FLAT_STUDIO,155000,0,50,1,1,0,0,0,0,0,0,2,0,AS_NEW
9328377,8670,APARTMENT,APARTMENT,289000,2,69,0,0,0,0,0,0,0,0,,0,JUST_RENOVATED
9428291,6061,HOUSE,APARTMENT_BLOCK,130000,4,,0,0,0,0,0,0,0,710,2,0,TO_RENOVATE
9244443,9920,APARTMENT,APARTMENT,198132,1,,1,0,0,1,0,1,0,0,,0,AS_NEW
9396064,1770,APARTMENT,APARTMENT,189000,3,96,1,0,0,1,8,0,0,0,4,0,TO_RENOVATE
9342870,4671,HOUSE,VILLA,275000,4,160,0,0,0,0,0,1,1000,1150,4,0,GOOD
9259729,7940,HOUSE,HOUSE,260000,3,110,1,0,0,1,0,1,0,189,3,0,GOOD
9245845,6791,APARTMENT,APARTMENT,115000,1,55,0,0,0,0,0,0,0,0,4,0,GOOD
9351065,3700,HOUSE,HOUSE,150000,3,170,0,0,0,0,0,0,0,406,2,0,TO_RENOVATE
9384833,6700,APARTMENT,APARTMENT,215000,2,84,1,0,0,0,0,0,0,0,,0,TO_BE_DONE_UP
9428118,8501,HOUSE,HOUSE,219000,3,150,1,0,0,0,0,0,0,310,2,0,GOOD
9409684,8840,HOUSE,VILLA,280000,5,198,0,0,0,1,0,1,0,430,,0,AS_NEW
9283928,1081,APARTMENT,APARTMENT,185000,2,80,1,0,0,1,6,0,0,0,,0,GOOD
9429275,2180,HOUSE,HOUSE,393000,4,185,1,0,0,1,12,1,140,238,2,0,GOOD
9103231,7033,HOUSE,VILLA,50000,2,140,1,0,1,1,20,0,0,800,4,0,GOOD
9436300,8400,APARTMENT,APARTMENT,198000,1,72,1,0,0,1,10,1,50,0,,0,GOOD
9253597,1000,APARTMENT,APARTMENT,269200,2,,1,0,0,1,8,0,0,0,,0,AS_NEW
9326689,9260,APARTMENT,APARTMENT,125000,1,121,1,0,0,1,0,0,0,0,3,0,GOOD
9414712,5640,HOUSE,HOUSE,179000,3,210,1,0,0,0,0,0,0,0,2,0,TO_RENOVATE
9355897,6040,HOUSE,HOUSE,150000,3,220,1,0,0,1,30,0,0,130,3,0,GOOD
9425396,7100,HOUSE,HOUSE,126000,2,,0,0,0,1,0,0,0,120,2,0,GOOD
9400566,2930,HOUSE,HOUSE,445000,4,,1,0,1,1,30,1,540,600,3,0,TO_BE_DONE_UP
9249024,9470,APARTMENT,GROUND_FLOOR,175000,1,75,1,0,0,1,18,0,0,0,2,0,AS_NEW
9214133,7000,APARTMENT,APARTMENT,312765,3,104,1,0,0,0,0,0,0,0,4,0,AS_NEW
9387123,2300,HOUSE,HOUSE,325000,2,150,1,0,0,0,0,1,0,102,3,0,TO_BE_DONE_UP
8567550,7700,HOUSE,EXCEPTIONAL_PROPERTY,360000,6,400,1,0,0,0,0,0,0,825,2,0,GOOD
9343931,1090,HOUSE,VILLA,1699000,5,647,1,0,0,1,44,1,400,951,4,0,AS_NEW
9329211,1703,APARTMENT,LOFT,362622,3,123,1,0,0,1,25,0,0,0,,0,AS_NEW
9256866,4130,APARTMENT,APARTMENT,435000,2,95,1,1,0,1,0,0,0,0,,0,AS_NEW
9023772,6200,HOUSE,HOUSE,225000,3,187,1,0,0,0,0,0,0,580,2,0,JUST_RENOVATED
9212711,1180,APARTMENT,GROUND_FLOOR,219000,2,96,0,0,0,1,0,0,0,0,2,0,GOOD
9105785,1340,APARTMENT,APARTMENT,395000,3,111,1,0,0,1,13,0,0,0,,0,AS_NEW
9227122,4800,HOUSE,APARTMENT_BLOCK,239000,4,217,1,0,0,1,0,1,160,165,2,0,TO_BE_DONE_UP
9345833,2220,HOUSE,HOUSE,159000,4,200,1,0,0,0,0,0,0,95,,0,TO_RENOVATE
8869182,8300,APARTMENT,APARTMENT,519000,1,80,0,0,0,1,0,0,0,0,,0,AS_NEW
9229706,6660,HOUSE,EXCEPTIONAL_PROPERTY,200000,3,,1,0,0,0,0,1,0,2528,,0,TO_RENOVATE
9414908,5000,APARTMENT,APARTMENT,150000,1,68,1,0,0,0,0,0,0,0,2,0,JUST_RENOVATED
9406942,2580,HOUSE,HOUSE,370000,3,162,1,0,0,0,0,1,790,875,4,0,GOOD
9387920,9940,APARTMENT,APARTMENT,350000,2,99,0,0,0,0,0,0,0,0,2,0,GOOD
9234144,8610,HOUSE,HOUSE,262000,3,,0,0,0,1,0,0,0,624,4,0,GOOD
9273061,1341,HOUSE,VILLA,425000,3,165,1,0,0,1,114,0,0,686,4,0,AS_NEW
9397437,1020,HOUSE,HOUSE,645000,0,,0,0,0,0,0,1,109,245,2,0,GOOD
9415575,2650,HOUSE,TOWN_HOUSE,525000,3,215,1,0,0,1,24,1,85,221,2,0,GOOD
9408156,1050,APARTMENT,FLAT_STUDIO,165000,0,35,1,1,0,0,0,0,0,0,2,0,GOOD
9304437,6790,HOUSE,FARMHOUSE,215000,3,200,1,0,0,1,8,1,0,1586,4,0,TO_RESTORE
9379377,2000,APARTMENT,APARTMENT,749000,2,163,1,0,0,1,0,0,0,0,3,0,AS_NEW
8769068,3580,HOUSE,HOUSE,298000,3,216,0,0,0,0,0,0,0,590,3,0,AS_NEW
9357055,7180,HOUSE,MANSION,495000,4,241,1,0,1,0,0,1,0,835,3,0,TO_BE_DONE_UP
9406869,6950,HOUSE,HOUSE,165000,4,140,1,0,0,0,0,1,893,893,4,0,TO_RENOVATE
9270025,3290,HOUSE,HOUSE,329000,3,141,1,0,0,1,9,1,18,112,3,0,AS_NEW
9377287,4500,HOUSE,HOUSE,214900,4,200,1,0,1,1,38,1,150,150,2,0,JUST_RENOVATED
9379080,4802,APARTMENT,APARTMENT,164500,2,88,0,0,0,1,14,0,0,0,,0,TO_BE_DONE_UP
9304994,4840,HOUSE,TOWN_HOUSE,313600,3,154,1,0,0,1,24,0,0,325,2,0,AS_NEW
9185830,9991,APARTMENT,APARTMENT,200000,1,73,1,0,0,1,10,0,0,0,4,0,AS_NEW
9252236,1410,HOUSE,VILLA,2495000,8,950,1,0,0,1,30,1,0,2665,4,0,AS_NEW
9359006,9472,APARTMENT,GROUND_FLOOR,249000,2,100,1,0,0,1,15,1,15,0,2,0,AS_NEW
9425524,9000,HOUSE,HOUSE,269000,0,115,1,0,0,1,20,0,0,71,2,0,AS_NEW
9423232,4000,HOUSE,HOUSE,139000,3,197,0,0,0,1,20,1,79,145,2,0,TO_BE_DONE_UP
9288599,7334,HOUSE,VILLA,250000,3,87,1,0,0,1,37,0,0,2639,4,0,GOOD
9331755,1160,HOUSE,HOUSE,635000,4,142,1,0,0,1,10,1,35,100,2,0,GOOD
9117604,4042,APARTMENT,APARTMENT,287000,2,91,1,0,0,1,16,0,0,0,,0,AS_NEW
9301161,3960,HOUSE,HOUSE,249000,4,143,0,0,0,1,0,0,0,280,3,0,GOOD
9321137,8301,HOUSE,HOUSE,485000,3,155,1,0,0,1,0,0,0,115,2,0,GOOD
9432152,9750,HOUSE,VILLA,649000,4,240,1,0,0,0,0,1,0,1406,4,0,GOOD
9395688,1000,HOUSE,HOUSE,100000,3,,0,0,0,0,0,0,0,42,,0,TO_RENOVATE
9402137,8930,HOUSE,HOUSE,330000,2,195,1,0,0,1,0,0,0,1200,3,0,GOOD
8303513,2170,HOUSE,MIXED_USE_BUILDING,427000,3,400,1,0,0,0,0,1,49,252,2,0,GOOD
9405246,9600,HOUSE,HOUSE,125000,4,101,1,0,0,0,0,0,0,50,2,0,TO_BE_DONE_UP
9411822,9620,APARTMENT,APARTMENT,449000,3,157,1,0,0,1,120,0,0,0,3,0,AS_NEW
9331906,6210,HOUSE,VILLA,285000,4,240,1,0,0,1,20,0,0,0,,0,GOOD
9163839,7340,HOUSE,HOUSE,185000,5,160,0,0,0,1,0,1,0,150,4,0,GOOD
9198848,9940,APARTMENT,DUPLEX,322558,3,89,1,0,0,1,0,1,0,0,,0,AS_NEW
9124240,9255,APARTMENT,APARTMENT,374000,3,130,0,0,0,1,0,1,0,0,,0,AS_NEW
9331720,9880,HOUSE,HOUSE,349500,3,145,1,0,0,1,0,0,0,420,3,0,AS_NEW
9414718,2170,APARTMENT,APARTMENT,229000,2,85,1,0,0,1,38,1,38,0,2,0,GOOD
9320174,8790,APARTMENT,APARTMENT,135000,1,40,1,0,0,0,0,0,0,0,3,0,AS_NEW
9236999,2400,APARTMENT,APARTMENT,424000,2,144,1,0,0,1,12,0,0,0,,0,AS_NEW
9141504,6110,HOUSE,MANSION,280000,6,280,1,0,0,1,20,1,580,603,3,0,TO_BE_DONE_UP
9413984,4000,APARTMENT,APARTMENT,178000,2,,0,0,0,0,0,0,0,0,2,0,AS_NEW
9363949,1180,APARTMENT,APARTMENT,595000,2,150,1,0,0,1,0,1,300,0,3,0,AS_NEW
9255718,1000,APARTMENT,APARTMENT,285000,2,71,1,0,0,0,0,0,0,0,2,0,JUST_RENOVATED
8180698,1457,APARTMENT,APARTMENT,150000,1,65,1,0,0,0,0,0,0,0,,0,GOOD
9091324,4821,HOUSE,HOUSE,97000,2,123,0,0,0,0,0,1,0,0,2,0,JUST_RENOVATED
9368211,3070,HOUSE,HOUSE,339000,3,174,1,0,0,1,25,0,0,514,2,0,TO_RENOVATE
9393393,2018,APARTMENT,APARTMENT,289500,2,82,1,0,0,1,5,0,0,0,,0,JUST_RENOVATED
9403102,7012,HOUSE,HOUSE,239000,3,170,1,0,0,1,20,0,0,210,3,0,AS_NEW
9425339,5570,HOUSE,HOUSE,90000,3,,0,0,0,0,0,0,0,0,4,0,TO_RENOVATE
9406574,9420,APARTMENT,APARTMENT,175000,3,120,0,0,0,0,0,0,0,0,3,0,GOOD
9275349,1080,APARTMENT,APARTMENT,229000,3,120,1,0,0,1,15,0,0,0,2,0,GOOD
9378752,8800,APARTMENT,APARTMENT,125000,2,80,1,0,0,0,0,0,0,0,,0,AS_NEW
9417469,2140,APARTMENT,APARTMENT,215000,2,85,1,0,0,1,8,0,0,0,2,0,AS_NEW
8873228,8400,APARTMENT,APARTMENT,135000,1,57,1,0,0,0,0,0,0,0,2,0,GOOD
9328977,4000,APARTMENT,LOFT,550000,0,407,0,0,0,0,0,0,0,0,2,0,TO_RENOVATE
9367267,1430,HOUSE,HOUSE,270000,3,190,1,0,1,1,20,1,300,470,2,0,GOOD
9365661,8530,HOUSE,HOUSE,312000,4,210,0,0,0,0,0,0,0,336,,0,AS_NEW
9333634,2100,APARTMENT,APARTMENT,179000,2,100,0,0,0,1,2,0,0,0,2,0,TO_BE_DONE_UP
9237752,8750,HOUSE,MIXED_USE_BUILDING,300000,3,,0,0,0,0,0,0,0,128,,0,AS_NEW
9358526,3920,HOUSE,HOUSE,257500,3,132,1,0,0,0,0,1,192,192,2,0,AS_NEW
9426513,2020,APARTMENT,APARTMENT,145000,1,77,1,0,0,0,0,0,0,0,2,0,GOOD
9430127,7100,HOUSE,HOUSE,185000,4,117,1,0,0,1,0,0,0,0,2,0,GOOD
9283914,1501,HOUSE,HOUSE,299000,3,110,0,0,0,1,16,1,120,273,3,0,GOOD
9379032,1200,APARTMENT,APARTMENT,685000,3,165,1,0,0,1,52,0,0,0,,0,AS_NEW
9395621,1480,HOUSE,HOUSE,290000,3,,0,0,0,1,0,0,0,209,2,0,TO_BE_DONE_UP
9382536,7120,APARTMENT,DUPLEX,145000,2,,1,0,0,1,10,1,10,0,3,0,AS_NEW
